sen1	sen2	src	score
갈색 개가 녹색 잔디를 뚫고 달리고 있다.	갈색 개가 강을 달리고 있다.	main-captions	2.40
작은 흰 개와 큰 갈색 개는 풀밭에서 놀아요.	작은 햇볕에 그을린 개가 풀밭에 서 있는 커다란 갈색 개를 지나고 있다.	main-captions	3.40
한 여성이 개를 안고 있고 다른 개가 들판에 서 있다.	한 여성이 한 개를 들고 다른 개가 마당에서 노는 동안.	main-captions	3.40
검은 개가 물속을 걷고 있다.	두 마리의 검은 개가 눈 속을 걷고 있다.	main-captions	2.40
검은 개가 눈 속에서 달리고 있다.	검은 개가 입에 공을 물고 수영을 하고 있다.	main-captions	1.80
녹색 옷을 입은 한 여성이 그녀의 황갈색 개와 놀고 있다.	황갈색 개는 누워서 여자아이의 손을 핥는다.	main-captions	1.60
두 명의 노숙자들이 마분지 표지판을 들고 밖에 서 있다.	두 노숙자 청년이 판지 표지판을 들고 있다.	main-captions	4.60
갈색 개가 물속으로 흘러들어간다.	개가 탁한 물속에서 튀었다.	main-captions	3.60
하얀 헬멧을 쓴 오렌지색 셔츠를 입은 한 남자가 자전거를 타고 있다.	파란 헬멧을 쓴 남자가 폴라리스를 타고 있다.	main-captions	2.80
한 어린 소년이 결혼식 파티 앞에 서서 웃고 있다.	앉은 사람들 앞에 무대에 서 있는 사람	main-captions	1.80
스노모빌을 탄 사람	중간 점프에서 스노모빌을 탄 사람.	main-captions	3.60
남자가 노로 공을 치며 해안에 서 있다.	두 명의 십대 소녀들이 해변 옆에 서서 아이팟을 듣고 있다.	main-captions	0.80
이 사진은 두 남자가 휴식을 취하는 것을 보여준다.	수영모자와 고글을 쓴 사람이 숨을 들이쉬고 있다.	main-captions	0.40
모래 위에서 함께 달리는 갈색 개 두 마리	두 마리의 갈색 개가 모래 위에서 달리고 있다.	main-captions	4.60
검은 개가 빨간 프리즈비 한 마리를 쫓아가고 있다.	검은 푸들이 눈 속에서 달리고 있다.	main-captions	1.40
포니테일을 한 두 소녀가 놀이공원을 탄다.	한 어린 소녀가 놀이공원에서 차를 타고 있다.	main-captions	3.00
모래를 파고 있는 개	갈색 개가 모래를 파고든다.	main-captions	4.20
두 남자가 상점 앞 보도에 앉아 있다.	수영복을 입은 한 여성이 해변에서 개를 산책시킨다.	main-captions	0.00
흑백 얼룩 개가 개울을 뛰어넘는다.	흑백 얼룩 개가 작은 물줄기 위로 뛰어오르고 있다.	main-captions	4.60
BMX 자전거를 탄 사람	공중에서 자전거를 탄 남자	main-captions	3.00
두 마리의 개가 키 큰 풀밭을 뛰어다니고 있다.	두 마리의 개가 풀이 우거진 지역을 달리고 있다.	main-captions	4.60
빨간 공을 쫓아 뛰어오르는 줄을 맨 작은 흰 개	흑백 개는 눈 속에 막대기를 돌려준다.	main-captions	1.00
건물 밖에 서 있는 사람들 무리	많은 사람들이 밖에서 줄을 섰다.	main-captions	3.20
뒷마당에서 춤추는 네 명의 아이들로 이루어진 그룹	한 무리의 어린이들이 색 매트 위에 스트레칭을 합니다.	main-captions	1.60
한 무리의 십대들이 해변에서 공중에서 뛰어오르고 있다.	한 무리의 젊은이들이 해변에 있는 동안 공중에서 뛰어오르고 있습니다.	main-captions	4.80
한 소년이 불꽃놀이를 하며 손을 흔든다.	한 어린 소년이 공중에서 불꽃놀이를 하고 있다.	main-captions	4.40
몇몇 사람들이 밤에 불가에 둘러앉아 있다.	한 무리의 사람들이 밤에 땅바닥에 서서 앉아 있다.	main-captions	2.60
두 종류의 갈색과 흰 개들이 해변에서 놀고 있습니다.	해변에서 모래에서 노는 두 마리의 개들.	main-captions	4.00
뱀파이어 의상을 입은 남자와 여자 둘	남자와 두 여자가 의상을 입고 있다.	main-captions	3.40
두 소년, 한 소년은 모자를 쓰고 놀이터에 있습니다.	선탠모자를 쓴 소년은 놀이터 장비 근처에 앉아 웃는다.	main-captions	2.40
눈 속에서 노는 두 마리의 개	두 마리의 개가 눈 속에서 놀고 있다.	main-captions	5.00
한 여성이 아기를 안고 있는 동안 한 남자가 아이를 안고 있는 다른 남자가 그것을 지켜보고 있다.	한 여성이 가게에서 팔을 내밀고 서 있고 다른 여성이 카메라를 들고 있다.	main-captions	0.40
하얀 솜털이 난 개가 순백의 눈 속에서 달리고 있다.	눈 속에서 달리는 솜털 같은 흰 개	main-captions	4.60
신문을 들고 있는 한 여성	금속 막대 위에서 롤러블레이드를 하는 남자	main-captions	0.00
놋쇠 악기를 연주하는 한 무리의 남자들	한 무리의 남자들이 밖에서 악기를 연주한다.	main-captions	3.40
해안에 있는 두 소녀는 보트 물고기를 타고 사람들을 지켜본다.	두 명의 남성, 하나는 빨간색이고 다른 하나는 흰색으로 농구 경기를 합니다.	main-captions	0.00
스노우보더가 공중으로 뛰어내린다.	스노우보더가 공중을 날고 있다.	main-captions	4.00
빨간 귀를 가진 흰 개가 눈 속에서 달리고 있다.	빨간 칼라를 가진 젖은 검은 개가 강에 있다	main-captions	0.60
어린 소녀와 어린 소년이 반짝이는 슬라이드에 손을 얹고 있습니다.	페이즐리 드레스를 입은 어린 소녀가 모래놀이터를 가로질러 달려간다.	main-captions	0.40
아이들은 경기장에서 축구를 합니다.	필드에서 축구를 하는 세 소년	main-captions	4.20
한 남자가 한 옥상에서 다른 옥상으로 뛰어내린다.	한 젊은이가 발코니에서 다른 발코니로 뛰어내린다.	main-captions	2.80
한 아이는 모래를 따라 빨간 마차에 앉아 다른 아이를 당깁니다.	한 어린 소년이 라디오 전단지 마차에 바보 같은 모자를 쓴 다른 소년을 끌어당긴다.	main-captions	3.40
올빼미는 날개를 올리고 낮 동안 널리 퍼져 있다.	새는 날 때 날개가 펼친다.	main-captions	2.40
푸른 모자를 쓴 남자가 나무 아래의 의자에 앉아 있다.	근처에 공을 들고 해변에 서 있는 개	main-captions	0.00
한 여성이 기타를 연주하는 남자에 의해 마이크에 대고 노래한다.	한 여성이 배경에 기타 연주자가 있는 마이크를 향해 노래를 부른다.	main-captions	4.40
세 마리의 양이 풀밭에서 풀을 뜯고 개 한 마리가 그들 뒤를 따라 걷고 있다.	풀밭에 있는 작은 염소 무리와 백그루드에 흑백 개 한 마리가 있습니다.	main-captions	2.80
한 자전거 타는 사람이 두 바위 사이에서 자전거를 뛰어넘고 있다.	한 남자가 두 바위 사이에서 공중에서 자전거를 뛰어넘는다.	main-captions	4.40
분홍색 모자를 쓰고 노란 건물을 배경으로 한 어린 소녀.	분홍색 드레스를 입은 어린 소녀가 손에 뭔가를 들고 있었다.	main-captions	1.80
분홍색 드레스를 입은 한 소녀가 하얀 피켓 울타리를 따라 자전거를 탄다.	빨간 드레스를 입은 한 소녀가 하얀 울타리 앞에서 자전거를 탄다.	main-captions	4.00
갈색 털이 있는 동물이 몇몇 식물 뒤에 서 있다.	숲에 서 있는 동안에 개 바지를 입는다.	main-captions	1.40
빨간 셔츠를 입은 한 어린이가 해변의 파도를 튀기 위해 검은 웨이크 보드를 사용하고 있습니다.	노 젓는 배를 탄 남자가 푸른 물을 가로질러 노를 저어 가고 있다.	main-captions	1.00
황갈색과 흰 개가 들판에서 달리고 있다.	갈색과 흰색 개들이 들판을 뛰어다닌다.	main-captions	3.40
두 명의 십대 소녀, 한 명은 웃고 있다.	어린 소녀가 그네를 타고 있다.	main-captions	0.80
풀밭에서 상호작용하는 두 마리의 새	두 마리의 개가 야외에서 서로 놀고 있습니다.	main-captions	0.20
두 명의 등산객이 눈 덮인 산 꼭대기에 서 있다.	두 명의 등산가가 산 꼭대기에 서서 주위를 둘러본다.	main-captions	3.40
붉은 꽃밭에 있는 두 아이	두 명의 아이들이 붉은 꽃밭에서 놀고 있다.	main-captions	4.80
한 청년이 바위에서 뛰어내려 호수로 들어간다.	빨간 수영복을 입은 한 젊은이가 큰 바위에서 물속으로 뛰어내렸다.	main-captions	4.00
작은 검은 개가 풀밭에 있다.	검은 개가 잔디밭에서 달리고 있다.	main-captions	3.60
기모노를 입은 한 여성이 카메라를 보고 있다.	검은 옷을 입은 두 소녀가 방에 앉아 카메라에 암시적인 포즈를 취하고 있다.	main-captions	1.00
한 무리의 사람들이 열기구를 발사하고 있다.	갈색과 흰 말을 타는 많은 사람들이 있다.	main-captions	0.00
아이들은 칼로 싸움을 한다.	아이와 부모는 말을 애완 동물로 기른다.	main-captions	0.00
한 남자가 바다에서 바람을 타고 있다.	개가 바다를 달리고 있다.	main-captions	1.40
흙길에서 경주하는 개 세 마리	흙길에서 경주하는 자동차	main-captions	1.40
두 사람이 손을 잡고 들판에서 걷고 있다.	두 남자가 차 벽화를 지나쳐 걸어간다.	main-captions	1.20
갈색 개가 프리스비를 쫓다	풀밭에 쪼그리고 앉아 있는 갈색 개	main-captions	1.60
빨간 작업복 차림의 여자가 보도에 서 있었다.	빨간 작업복 차림의 한 여성이 보도에 서 있다.	main-captions	5.00
개가 잎이 가득한 뒷마당을 달려가고 있다.	세 마리의 개가 들판을 뛰어다닌다.	main-captions	2.80
풀밭에서 놀고 있는 강아지 두 마리	두 마리의 강아지가 풀밭에서 놀다	main-captions	5.00
두 마리의 흑백 개가 밖에서 함께 놀고 있습니다.	두 명의 아이들과 검은 개가 눈 속에서 놀고 있다.	main-captions	1.00
세 마리의 개가 물을 뚫고 달리고 있다.	검은 개가 물속을 달리고 있다.	main-captions	1.00
한 여성이 벽돌 벽에 홀로 앉아 있다	한 여성이 빨간 가방을 들고 걷고 있다.	main-captions	1.20
입에 막대기를 물고 있는 갈색 개	개는 입에 막대기를 물고 헤엄친다.	main-captions	2.60
한 젊은 여성이 식사 때 접시 위로 몸을 숙인다.	토플리스 차림의 젊은 여성은 페인트나 진흙을 제외하고는.	main-captions	0.80
개가 따라오는 동안 사람은 눈 덮인 언덕을 오른다.	검은 개가 따라오는 동안 사람은 눈이 많이 오는 언덕을 오른다.	main-captions	3.80
갈색 개가 해변에 앉아 있다.	해변에서 달리는 개	main-captions	2.00
스쿠버 다이버는 물에 잠겼다.	스쿠버 다이버는 수중에 있다.	main-captions	5.00
남자가 자전거를 타고 흙 언덕을 내려가고 있다.	자전거 타는 사람이 난간을 휙휙 내려간다.	main-captions	1.80
커다란 회색 개가 깊은 눈 속에서 놀고 있다.	눈 속에서 노는 개 네 마리	main-captions	2.60
바닷가에서 자전거를 타는 한 남자가 바다 옆을 지나갔다.	한 남자가 소를 길가로 끌고 내려갔다.	main-captions	0.80
차에 있는 개	개가 걸레를 물고 있다.	main-captions	1.00
숲속의 카메라 쪽으로 걸어가는 귀가 축 늘어진 개	자기 자신의 반성 앞에 서서 카메라를 향해 돌아서서 웃고 있는 아이.	main-captions	1.20
갈색 개가 물을 저절로 떨쳐내어 사방에 물을 튀기고 있다.	흰 개가 강가에 서서 몸을 떨고 있다.	main-captions	2.40
흑백 개가 해변에서 달리고 있다.	검은 개와 갈색 개가 눈 사이를 달리고 있다.	main-captions	1.80
많은 중동 사람들이 파란 트럭 뒤에 앉아 있다.	한 무리의 사람들이 트럭 뒤에 타고 있다.	main-captions	3.40
스키 폴 두 개를 가진 사람이 눈 덮인 언덕을 스키를 타고 내려간다.	눈 덮인 언덕을 스키를 타고 내려가는 사람.	main-captions	4.20
한 여성이 식당에서 생선을 먹고 있다.	한 여성이 식당에서 큰 물고기를 먹고 있다.	main-captions	4.60
아이와 두 마리의 개가 물 속에서 놀고 있습니다.	빨갛고 푸른색의 부유물을 입은 한 아이가 물을 내려다보고 있다.	main-captions	2.20
스케이트 보더가 돌담 위에서 묘기를 부린다.	스케이트 보더가 경사지에 올라타다.	main-captions	2.20
사람들이 에스컬레이터 위에 서서 위로 올라가고 있다.	사람들은 에스컬레이터를 타고 올라간다.	main-captions	4.60
한 여성이 민첩한 코스를 통해 개를 돌고 있다.	트레이너는 녹색 파이프로 훈련 과정을 통해 개를 달립니다	main-captions	4.20
흰 개와 갈색 개가 귀를 흔들고 있다.	갈색 개가 모래 위를 달리고 있다.	main-captions	1.40
몇몇 아이들은 손을 들고 박수를 치고 있다.	세 명의 아이들이 모래 위에서 축구를 하고 있다.	main-captions	0.20
큰 거품을 불어대는 남자	커다란 검은 말을 걷는 남자.	main-captions	0.00
두 사람이 물가의 부두에 앉아 있다.	두 사람이 정물 한가운데에 있는 부두 끝에 앉아 있습니다.	main-captions	3.80
하키 골키퍼가 그물 앞에 얼음 위에 누워 있다.	하키 선수가 골대 앞에 얼음 위에 누워 있다.	main-captions	4.60
푸른 스노우 팬츠를 입은 스키어가 점프 근처 공중을 날고 있다.	스키 선수는 영화 카메라 앞에 있는 눈 속에 손을 얹고 서 있다.	main-captions	1.40
갈색 개는 풀이 우거진 길을 따라 달리고 있다.	갈색 개가 줄로 나누어진 풀밭을 따라 달리고 있다.	main-captions	3.40
소녀는 파란색 줄무늬 셔츠와 롤러블레이드를 입고 있다.	검정과 흰색 셔츠를 입은 남자가 개들에게 달려들고 있다	main-captions	0.00
검은 옷을 입은 문신한 남자가 하얀 기타를 연주하고 노래를 부른다.	흑백 코트와 귀마개를 입은 여자.	main-captions	0.00
해변을 따라 달리는 개 한 마리	소년과 소녀가 해변을 따라 달리고 있다.	main-captions	1.40
밖에 있는 벤치에 앉아 있는 한 젊은 남녀가 키스를 하고 있다.	벤치에 앉아 있는 남자와 여자가 키스를 하고 있다.	main-captions	4.60
갈색 개가 입에 녹색 끈을 잡으려고 뛰어오르고 있다.	회색 개가 녹색 끈을 물기 위해 뛰어내린다.	main-captions	3.20
검은 개가 잔디밭에서 달리고 있다.	검은 개와 갈색 개가 풀밭에서 뛰어다니고 있다.	main-captions	3.20
한 여성이 휴대전화를 귀에 대고 보도에 앉아 있다.	한 여성이 자전거를 타고 있다.	main-captions	0.50
세 마리의 개가 풀밭에서 놀고 있다.	몇몇 아이들은 들판에서 놀고 있다.	main-captions	1.20
한 어린 소년이 빨간 구덩이에서 뛴다.	웃는 소년은 푸른 공 구덩이에 누워 있다.	main-captions	3.00
파도를 타는 서퍼	서퍼가 파도를 타고 있다.	main-captions	4.40
스케이트 보더는 경사로의 꼭대기에 올라간다.	스케이트 보더는 스케이트 공원에서 파이프 벽을 타고 다닌다.	main-captions	2.40
달리기 대회에 참가한 두 남자.	경주 중인 개들	main-captions	1.00
두 명의 아이들이 숲속의 길을 걷고 있다.	숲속의 길을 걷는 두 명의 아이들.	main-captions	5.00
갈색과 흰색의 개가 잔디 위를 달리고 있다.	황갈색과 검은 개가 잔디밭을 가로질러 달리고 있다.	main-captions	3.40
두 마리의 개가 잔디밭에서 나란히 달린다.	두 마리의 개가 풀밭에서 달리고 있다.	main-captions	4.40
두 마리의 개가 빨간 소화전으로 소변을 보고 있다.	두 마리의 개가 빨간 소화전 위에 소변을 보고 있다.	main-captions	5.00
다크 기어를 착용한 럭비 선수가 팔을 뻗은 채 밝은 색 럭비 공을 들고 있다.	갈색 개가 입에 공을 물고 물속으로 튀는다.	main-captions	0.40
두 사람이 물을 헤치고 걷고 있다.	두 소녀가 벽돌 건물 앞에 있는 나무 옆을 지나가고 있다.	main-captions	1.20
개 한 마리가 물속에서 튀었다.	개가 탁한 물속에서 튀었다.	main-captions	4.00
한 무리의 사람들이 대도시의 보도를 따라 걷고 있다.	한 무리의 사람들이 트럭 뒤에 타고 있다.	main-captions	1.00
개는 풀밭 위에 공중에 있다.	개가 파란 시트로 침대에 누워 있다.	main-captions	1.00
검은 개가 물속을 달리고 있다.	축구 유니폼을 입은 남자가 경기 중에 축구공과 함께 달리고 있다.	main-captions	0.00
소녀는 지하철에서 뭔가를 기다린다.	한 소녀가 희미하게 불이 켜진 지역에 서 있다.	main-captions	2.00
남자가 공원에 있는 어린 소녀와 함께 앉아 있다.	남자가 덥수룩한 작은 개와 놀고 있다.	main-captions	0.60
커다란 황갈색 개가 입에 녹색 물건을 물고 달리고 있다	황갈색 개는 입에 초록색 삐걱거리는 장난감을 들고 있다.	main-captions	4.40
보트를 탄 사람들이 해안으로 달려가고 있다.	발표를 보고 있는 학생들로 이루어진 교실	main-captions	0.00
사람이 경사로 위의 공중에서 스케이트보드를 타고 있다.	자전거 타는 사람이 나무가 우거진 지역에 위치한 트랙 요소를 따라 달리고 있습니다.	main-captions	0.60
한 소년이 밤에 금속 난간을 타고 스케이트보드를 타고 내려간다.	갈색 개가 막대기를 들고 모래 위를 달린다.	main-captions	0.00
사람이 바위 얼굴의 구멍을 통해 움켜쥐고 있다.	중간 크기의 갈색 개가 열린 하얀 나무가 우거진 지역을 달리고 있다.	main-captions	0.00
개는 입에 공을 물고 카메라를 향해 달려간다.	흑백 개는 입에 갈색 물체를 물고 헤엄친다.	main-captions	2.00
해변에서 달리는 어린 소녀.	해변가에서 뛰어다니는 어린 소녀.	main-captions	4.20
야구선수가 공을 던진다.	농구선수가 공을 잡고 있다.	main-captions	1.60
한 남자가 밧줄로 물을 짚고 흔들고 있다.	적갈색 수영복을 입은 남자가 호수 위의 밧줄에 매달려 흔들린다.	main-captions	3.00
미니 마우스 복장을 한 어린 소녀와 보도를 걸어가는 나이든 여성.	하얀 양복을 입은 남자가 거리를 걸어다니는 신문을 들고 있다.	main-captions	1.00
안전모를 가진 한 남자가 춤을 추고 있다.	안전모를 쓴 한 남자가 춤을 추고 있다.	main-captions	5.000
어린아이가 말을 타고 있다.	아이가 말을 타고 있다.	main-captions	4.750
한 남자가 뱀에게 쥐를 먹이고 있다.	남자가 뱀에게 쥐를 먹이고 있다.	main-captions	5.000
한 여성이 기타를 연주하고 있다.	한 남자가 기타를 치고 있다.	main-captions	2.400
한 여성이 플루트를 연주하고 있다.	남자가 플루트를 연주하고 있다.	main-captions	2.750
여자가 양파를 자르고 있다.	남자가 양파들을 자르고 있다.	main-captions	2.615
한 남자가 분필 판을 지우고 있다.	남자가 분필 판을 지우고 있다.	main-captions	5.000
한 여성이 소년을 안고 있다.	한 여성이 자신의 아기를 안고 있다.	main-captions	2.333
세 남자가 기타를 치고 있다.	세 남자가 무대에 서서 기타를 치고 있다.	main-captions	3.750
사람들이 크리켓을 하고 있다.	남자들이 크리켓을 하고 있다.	main-captions	3.200
한 남자가 기타를 치고 있다.	남자가 플루트를 연주하고 있다.	main-captions	1.583
쿠거가 곰을 쫓고 있다.	한 쿠거가 곰을 쫓고 있다.	main-captions	5.000
그 남자는 도끼로 나무를 베어버렸다.	한 남자가 도끼로 나무를 베다.	main-captions	5.000
남자가 기타를 연주하고 있다.	한 남자가 기타를 치고 있다.	main-captions	4.909
한 남자가 뭔가를 찾고 있다.	한 여자가 뭔가를 자르고 있다.	main-captions	0.800
그 소녀는 마이크에 대고 노래를 불렀다.	그 숙녀는 마이크에 대고 노래를 불렀다.	main-captions	2.400
한 남자가 밧줄을 타고 올라가고 있다.	한 남자가 밧줄을 타고 올라간다.	main-captions	5.000
새끼 고양이들이 음식을 먹고 있다.	새끼 고양이들이 접시에서 먹고 있다.	main-captions	4.000
한 남자가 말하고 있다.	한 남자가 침을 뱉고 있다.	main-captions	0.636
한 여성이 달걀을 요리하고 있다.	한 여자가 뭔가를 요리하고 있다.	main-captions	3.000
한 동물이 뭔가를 씹고 있다.	한 동물이 열쇠고리를 씹고 있다.	main-captions	3.200
남자가 플루트를 연주하고 있다.	한 남자가 기타를 치고 있다.	main-captions	2.167
한 남자가 축구를 하고 있다.	한 남자가 플루트를 연주하고 있다.	main-captions	1.000
한 소녀가 말을 타고 있다.	한 소녀가 자전거를 타고 있다.	main-captions	1.917
한 남자가 차고에서 역기를 들어 올리고 있다.	한 남자가 역기를 들어 올리고 있다.	main-captions	4.250
한 동물이 사람 손가락을 물어뜯고 있다.	한 늘보원숭이가 사람 손가락을 물어뜯고 있다.	main-captions	3.000
한 여자가 책을 읽고 있다.	한 여자가 반죽을 반죽하고 있다.	main-captions	1.000
한 남자가 울고 있다.	한 여자가 춤을 추고 있다.	main-captions	0.600
그 여자는 달걀 하나를 그릇에 깨어 넣었다.	남자가 달걀을 그릇에 깨어 넣고 있다.	main-captions	2.600
한 밴드가 무대에서 공연을 하고 있다.	한 밴드가 무대에서 연주하고 있다.	main-captions	5.000
코끼리들이 오솔길을 따라 걷고 있다.	코끼리 떼가 오솔길을 따라 걷고 있다.	main-captions	4.600
한 남자가 기타를 치고 있다.	한 남자가 기타를 연주한다.	main-captions	5.000
바닥에 앉아 있는 한 남자가 기타를 연주한다.	방바닥에 앉아 있는 한 남자가 기타를 치고 있다.	main-captions	4.800
한 강아지는 플라스틱 용기로 놀아요.	개가 플라스틱 용기를 가지고 놀고 있다.	main-captions	3.800
한 남자가 바이올린을 연주한다.	한 남자가 바이올린을 연주하고 있다.	main-captions	5.000
한 남자가 피아노를 친다.	한 남자가 피아노를 치고 있다.	main-captions	5.000
한 남자가 음식을 먹고 있다.	한 남자가 뭔가를 먹고 있다.	main-captions	4.200
한 남자가 농구를 하고 있다.	한 남자가 피아노를 치고 있다.	main-captions	1.400
한 아기가 복도를 걸어 내려간다.	한 어린 소녀가 복도를 걸어가고 있다.	main-captions	3.600
한 비행기가 착륙하고 있다.	애니메이션화된 비행기 하나가 착륙하고 있다.	main-captions	2.800
한 판다가 오르고 있다.	한 남자가 밧줄을 타고 올라가고 있다.	main-captions	1.600
아이들이 무대에서 춤을 추고 있다.	몇몇 사람들은 무대에서 춤을 추고 있다.	main-captions	3.000
한 남자가 기타를 연주한다.	한 남자가 피아노를 친다.	main-captions	1.400
한 여성이 고기를 자르고 있다.	한 여성이 무대에서 노래를 부르고 있다.	main-captions	0.250
한 여성이 사진을 찍고 있다.	한 남자가 기타를 치고 있다.	main-captions	0.250
남자가 말을 타고 있다.	한 여자가 괭이를 사용하고 있다.	main-captions	0.000
한 남자가 판자에 구멍을 뚫고 있다.	누군가가 나뭇조각에 구멍을 뚫고 있다.	main-captions	4.000
한 남자가 권총에 소음기를 장착하고 있다.	한 남자가 총에 소음기를 추가하고 있다.	main-captions	4.500
두 명의 어린 소녀가 전화로 이야기하고 있다.	한 어린 소녀가 거리를 걷고 있다.	main-captions	0.500
누군가가 주전자에 고추를 저어주고 있다.	누군가가 숟가락으로 고추 한 냄비를 저어주고 있다.	main-captions	3.800
여자가 달걀을 그릇에 깨어 넣고 있다.	그 여자는 날달걀을 그릇에 부숴 넣었다.	main-captions	4.800
한 여성이 고기 한 조각에 밀가루를 얹는다.	한 여성이 고기에 밀가루를 바르고 있다.	main-captions	5.000
한 남자가 전화로 말하고 있다.	한 남자가 여자에게 노래를 부르고 있다.	main-captions	0.250
한 남자가 전자 키보드를 연주하고 있다.	남자가 플루트를 연주하고 있다.	main-captions	1.200
한 남자가 기타를 치고 있다.	한 남자가 바나나를 먹고 있다.	main-captions	0.600
한 남자가 물에 뛰어들고 있다.	한 남자가 종이를 자르고 있다.	main-captions	0.800
한 남자가 기타를 치고 있다.	한 남자가 악기를 연주하고 있다.	main-captions	3.800
한 젊은이가 피아노를 치고 있다.	한 여자가 새우 껍질을 벗기고 있다.	main-captions	0.000
한 여성이 재료를 섞고 있다.	한 여성이 그릇에 있는 음식을 섞고 있다.	main-captions	3.500
누군가가 칼로 양배추 잎을 갈고 있다.	누군가가 양배추 잎을 자르고 있다.	main-captions	4.500
한 늘보원숭이가 걸어 다닌다.	한 동물이 주위를 걷고 있다.	main-captions	2.800
한 소년이 바닥을 진공청소하고 있다.	한 소년이 진공청소기를 하고 있다.	main-captions	3.800
한 여성이 눈꺼풀에 아이라이너를 아이펜슬로 바르고 있다.	한 여성이 눈꺼풀에 화장품을 바르고 있다.	main-captions	3.800
한 남자가 침대를 만들고 있다.	한 여성이 기타를 치고 있다.	main-captions	0.000
한 남자는 키보드를 친다.	한 사람이 키보드를 연주하고 있다.	main-captions	4.000
한 토끼가 장난감 토끼와 놀고 있다.	한 토끼가 박제된 토끼와 놀고 있다.	main-captions	4.250
비행기가 도로에 탄다.	비행기 한 대가 활주로를 따라 이동한다.	main-captions	2.812
한 남자가 남자를 쏜다.	권총을 든 한 남자가 다른 남자를 쏜다.	main-captions	4.250
한 남자가 기타를 연주한다.	그 남자는 노래를 부르고 기타를 연주했다.	main-captions	3.000
한 남자가 해키색을 하고 있다	한 남자가 키보드를 연주하고 있다.	main-captions	1.000
한 남자가 다른 남자의 가슴에 시멘트를 깨고 있다.	한 남자가 다른 남자에게 콘크리트 블록을 부순다.	main-captions	3.750
한 남자가 해변에서 다른 여자들과 이야기를 나누고 있다.	한 남자가 거리를 걷고 있다.	main-captions	0.000
여자가 양파를 주사위 모양으로 썰고 있다.	한 여성이 기차역에서 춤을 추고 있다.	main-captions	0.400
한 요리사가 음식을 준비하고 있다.	한 요리사가 식사를 준비했다.	main-captions	4.000
그 남자는 인터넷 카메라를 통해 한 소녀와 이야기를 나누었다.	한 십대가 웹캠을 통해 한 소녀와 이야기를 나눈다.	main-captions	2.800
거북이가 땅 위를 걷는다.	큰 거북이가 풀밭에서 기어 다닌다.	main-captions	3.750
그 여자는 믹서를 위해 달걀을 깨뜨렸다.	그 여자는 고기를 잘랐다.	main-captions	1.154
다섯 마리의 새끼 고양이들이 다섯 개의 접시에서 먹고 있다.	새끼 고양이들이 쟁반에 음식을 먹고 있다.	main-captions	2.750
한 여자가 참치를 썰고 있다.	한 여성이 생선을 자르고 있다.	main-captions	2.800
기타를 연주하는 한 남자	한 여자가 입술을 칠하고 있다.	main-captions	0.000
남자가 플루트를 연주하고 있다.	개가 파리를 향해 짖고 있다.	main-captions	0.000
어린 코뿔소가 그의 어머니와 함께 그의 우리를 돌아다니고 있다.	아기 코뿔소가 성인 코뿔소를 따라가고 있다.	main-captions	3.400
그 남자는 플라스틱 병을 자르기 위해 칼을 사용했다.	한 남자가 칼로 플라스틱 병을 썰었다.	main-captions	5.000
한 남자가 주방 조리대에서 생선을 청소하고 있다.	남자가 플루트를 연주하고 있다.	main-captions	0.800
한 사람이 고수 잎을 자르고 있다.	한 여성이 녹색 잎을 썰고 있다.	main-captions	2.250
한 남자가 전자레인지 버튼을 누르고 있다.	한 남자가 전자레인지를 켠다.	main-captions	2.750
한 소녀가 말을 타고 있다.	소녀는 말을 빠르게 달렸다.	main-captions	4.500
배트맨과 로빈은 헬리콥터를 물 위로 날린다.	헬리콥터 한 대가 물 위로 날아간다.	main-captions	2.600
한 여성은 말하는 동안 플라스틱 병에서 냄비에 기름을 붓는다.	한 노파가 난로 위에 있는 냄비에 기름을 부어 넣고 있다.	main-captions	3.800
한 여성이 약초를 자르고 있다.	한 여성이 고수 나무를 자르고 있다.	main-captions	2.800
그 여자는 새우꼬치를 뜨거운 물에 넣었다.	그 여자는 빵가루를 묻힌 고기를 뜨거운 기름에 튀겼다.	main-captions	1.600
한 여자가 말을 타고 있다.	한 남자가 총을 쏘고 있다.	main-captions	0.000
소년이 피아노를 치고 있다.	한 밴드가 무대에서 연주하고 있다.	main-captions	1.333
요리사가 밀가루를 반죽하고 있다.	한 여성이 토르티야 반죽을 반죽하고 있다.	main-captions	2.600
한 여성이 주변을 따라 말을 타고 있다.	개가 스케이트보드를 타고 있다.	main-captions	0.600
한 여성이 자신의 아기를 쓰레기통에 넣고 있다.	여자가 감자에 구멍을 뚫고 있다.	main-captions	0.000
고양이가 트램폴린을 타고 튕기고 있다.	한 남자가 토마토를 자르고 있다.	main-captions	0.000
한 남자와 여자가 식탁에서 식사를 하고 있다.	한 커플이 식사를 하고 이야기를 나누고 있다.	main-captions	3.000
한 여자가 말을 타고 있다.	한 남자가 분노로 테이블을 뒤집고 있다.	main-captions	0.000
한 남자가 나무를 벽에다 고정하고 있다.	한 남자가 여자에게 마사지를 하고 있다.	main-captions	0.200
한 소녀가 플루트를 연주하고 있다.	한 소녀는 관악기를 연주한다.	main-captions	3.200
한 작은 아기가 기타를 치고 있다.	한 소년이 침대에 앉아 노래를 부르고 기타를 친다.	main-captions	2.000
한 여성이 양파를 자르고 있다.	한 남자가 카드 트릭을 하고 있다.	main-captions	0.000
